Time,VAV SYS 1:DesPer 1:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Heat Cap [W],VAV SYS 1:DesPer 1:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Sens Cool Cap [W],VAV SYS 1:DesPer 1:Des Tot Cool Cap [W],VAV SYS 1:DesPer 2:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Heat Cap [W],VAV SYS 1:DesPer 2:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Sens Cool Cap [W],VAV SYS 1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.638329E+03,1.373146E+04
00:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.555722E+03,1.364672E+04
00:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.473115E+03,1.356198E+04
01:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.390508E+03,1.347724E+04
01:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.335436E+03,1.342075E+04
01:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.280365E+03,1.336426E+04
01:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.225294E+03,1.330777E+04
02:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.170222E+03,1.325128E+04
02:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.128919E+03,1.320891E+04
02:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.087615E+03,1.316654E+04
02:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.046311E+03,1.312417E+04
03:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.005008E+03,1.308180E+04
03:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.963704E+03,1.303943E+04
03:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.922401E+03,1.299707E+04
03:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.881097E+03,1.295469E+04
04:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.839794E+03,1.291232E+04
04:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.812258E+03,1.288407E+04
04:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.784722E+03,1.285583E+04
04:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.757187E+03,1.282758E+04
05:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.729651E+03,1.279934E+04
05:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.757187E+03,1.282758E+04
05:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.784722E+03,1.285583E+04
05:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.812258E+03,1.288407E+04
06:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.839794E+03,1.291232E+04
06:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.936169E+03,1.301119E+04
06:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,6.421853E-01,7.020479E+03,1.414558E+04
06:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,7.965237E-01,8.897738E+03,1.608953E+04
07:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,9.354156E-01,1.062386E+04,1.785879E+04
07:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.038425E+00,1.208110E+04,1.934687E+04
07:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.131011E+00,1.342770E+04,2.072348E+04
07:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.203447E+00,1.454858E+04,2.186981E+04
08:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.258877E+00,1.548071E+04,2.282210E+04
08:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.375128E+00,1.730420E+04,2.489429E+04
08:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.549532E+00,1.988908E+04,2.808222E+04
08:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.838866E+00,2.399061E+04,3.277199E+04
09:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.172842E+00,2.877662E+04,3.839796E+04
09:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.382778E+00,3.167412E+04,4.176938E+04
09:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.520478E+00,3.360010E+04,4.375053E+04
09:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.656420E+00,3.548797E+04,4.565264E+04
10:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.773886E+00,3.714781E+04,4.736871E+04
10:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.801768E+00,3.770984E+04,4.792986E+04
10:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.822612E+00,3.818758E+04,4.842540E+04
10:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.841695E+00,3.864439E+04,4.888036E+04
11:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.859330E+00,3.908396E+04,4.932707E+04
11:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.841498E+00,3.898678E+04,4.913246E+04
11:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.818036E+00,3.882176E+04,4.872886E+04
11:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.787823E+00,3.857544E+04,4.833647E+04
12:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.752894E+00,3.827228E+04,4.797647E+04
12:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.681721E+00,3.746319E+04,4.696319E+04
12:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.605365E+00,3.659303E+04,4.560367E+04
12:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.527230E+00,3.570275E+04,4.441521E+04
13:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.449996E+00,3.482457E+04,4.342985E+04
13:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.494019E+00,3.546323E+04,4.421202E+04
13:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.553480E+00,3.628869E+04,4.550634E+04
13:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.626056E+00,3.727271E+04,4.681379E+04
14:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.710468E+00,3.839950E+04,4.812113E+04